"","Gene","effect.size","p.value","q.value"
"ENSG00000113088.GZMK","ENSG00000136720.HS6ST1",2.19650836017136,4.10312890085663e-18,1.23215441215354e-15
"ENSG00000237541.HLA.DQA2","ENSG00000227252.AC105760.2",2.14707296559239,3.48540883619641e-60,2.01854963170575e-57
"ENSG00000008517.IL32","ENSG00000257184.RP1.170O19.20",2.0763800002343,5.68141168494361e-197,7.6774809902538e-194
"ENSG00000197766.CFD","ENSG00000173273.TNKS",2.02368960275051,4.26557389529906e-07,6.46453703609061e-05
"ENSG00000158481.CD1C","ENSG00000162595.DIRAS3",2.01845816806183,1.93235333026755e-09,3.73036209566889e-07
"ENSG00000100097.LGALS1","ENSG00000010438.PRSS3",2.01582689954054,1.68670919477804e-78,1.09406705210083e-75
"ENSG00000006075.CCL3","ENSG00000164900.GBX1",2.0129933839699,1.77794030702807e-13,4.43555077211802e-11
"ENSG00000106565.TMEM176B","ENSG00000239513.RP11.2A4.3",1.97968744217509,1.63363035655746e-05,0.00181444862068053
"ENSG00000159674.SPON2","ENSG00000138039.LHCGR",1.94361674022632,2.21137833393702e-37,9.96103085086744e-35
"ENSG00000172116.CD8B","ENSG00000228560.RP11.550P17.5",1.92777040879921,7.44950881369386e-61,4.47411981195776e-58
"ENSG00000203747.FCGR3A","ENSG00000230027.RP11.550H2.2",1.92306485820573,5.13830135696679e-35,2.1927024948572e-32
"ENSG00000129277.CCL4","ENSG00000146926.ASB10",1.86833858791886,4.73252347709522e-22,1.59880418134534e-19
"ENSG00000134545.KLRC1","ENSG00000250061.RP11.541P9.3",1.85433848344292,2.88501595550842e-18,8.82706013858953e-16
"ENSG00000172543.CTSW","ENSG00000177879.AP3S1",1.85213286129802,5.70319935100422e-83,4.02100350764715e-80
"ENSG00000167641.PPP1R14A","ENSG00000133740.E2F5",1.81783586502881,5.97752741416346e-08,1.00970400570911e-05
"ENSG00000150045.KLRF1","ENSG00000221886.C5orf54",1.76291158644385,1.49557478560146e-28,5.77434302936031e-26
"ENSG00000143184.XCL1","ENSG00000174021.GNG5",1.755328892241,4.85785600021072e-12,1.12535704142024e-09
"ENSG00000179344.HLA.DQB1","ENSG00000124835.AC105760.3",1.71269562702421,7.70460816507897e-31,3.04726648792489e-28
"ENSG00000134539.KLRD1","ENSG00000145864.GABRB2",1.63773250795952,6.4983725428959e-18,1.84872998518596e-15
"ENSG00000163453.IGFBP7","ENSG00000135625.EGR4",1.62428161509865,3.90411308998433e-15,1.0211144817288e-12
"ENSG00000196154.S100A4","ENSG00000237453.RP11.67L3.2",1.61411072426732,1.00100519323847e-88,7.72966676835954e-86
"ENSG00000204472.AIF1","ENSG00000237126.AC073254.1",1.59954383612585,7.35358643013426e-20,2.43358688879708e-17
"ENSG00000128218.VPREB3","ENSG00000236924.RP11.390F4.6",1.5850837814688,8.16367686360603e-14,2.06847162531618e-11
"ENSG00000184451.CCR10","ENSG00000062096.ARSF",1.55248568673273,2.85300248437291e-05,0.00300417456406436
"ENSG00000112799.LY86","ENSG00000196096.AC079610.2",1.54129076172577,8.68541559838177e-12,1.98369999075153e-09
"ENSG00000262074.SNORD3B.2","ENSG00000006459.KDM7A",1.53955389604298,6.01102407544503e-18,1.74062082870387e-15
"ENSG00000204257.HLA.DMA","ENSG00000124839.RAB17",1.53404224761905,4.24540101582701e-18,1.25169859768456e-15
"ENSG00000256039.RP11.291B21.2","ENSG00000268800.AC112205.1",1.51731087179332,1.81431740436655e-14,4.66999540146159e-12
"ENSG00000242574.HLA.DMB","ENSG00000071677.PRLH",1.51634297486236,9.67384130399739e-16,2.5716559112397e-13
"ENSG00000143185.XCL2","ENSG00000117133.RPF1",1.51235734367399,1.87923604692458e-08,3.34875733372846e-06
"ENSG00000142634.EFHD2","ENSG00000231868.RP1.202O8.2",1.50683247607497,1.41456583733696e-19,4.49776463103062e-17
"ENSG00000247982.LINC00926","ENSG00000130340.SNX9",1.50549196187964,1.07475694716084e-10,2.32376782068802e-08
"ENSG00000131981.LGALS3","ENSG00000231533.RP1.232L24.3",1.49517899752869,2.91605384241867e-09,5.43525621938634e-07
"ENSG00000036448.MYOM2","ENSG00000119231.SENP5",1.48274126973131,3.52297791944271e-06,0.000460714596303895
"ENSG00000221869.CEBPD","ENSG00000219492.RP11.1396O13.13",1.47869877627695,1.50960829887515e-09,2.98534246031213e-07
"ENSG00000167618.LAIR2","ENSG00000147724.FAM135B",1.47175075622997,8.89966837394529e-05,0.00819983081544869
"ENSG00000104921.FCER2","ENSG00000254178.RP11.299D14.2",1.46827182334141,5.1184595612045e-09,9.32594834207778e-07
"ENSG00000269404.SPIB","ENSG00000214803.RP11.37N22.1",1.46626694172583,2.43563395969554e-07,3.87218042062969e-05
"ENSG00000025708.TYMP","ENSG00000232827.RP11.211N8.7",1.46278125929116,3.17733760798654e-08,5.54018351087201e-06
"ENSG00000204482.LST1","ENSG00000221944.TIGD1",1.44582581783875,1.63872864528357e-09,3.20164141107451e-07
"ENSG00000117281.CD160","ENSG00000237424.FOXD2.AS1",1.44501013006726,1.20079121683039e-06,0.0001738574140368
"ENSG00000145287.PLAC8","ENSG00000143954.REG3G",1.43268729221853,1.25849814458847e-33,5.23277074683246e-31
"ENSG00000132185.FCRLA","ENSG00000237552.RP11.415A20.1",1.42862314442564,4.00280698886341e-05,0.00405684488321307
"ENSG00000226777.KIAA0125","ENSG00000146409.SLC18B1",1.42107296962837,7.3092144295541e-06,0.000871516332276833
"ENSG00000168081.PNOC","ENSG00000216560.LINC00955",1.41036487373094,1.56426969906823e-05,0.00176154148889516
"ENSG00000007264.MATK","ENSG00000254201.RP11.618M23.2",1.39490439436788,2.79007617954355e-12,6.65351107757033e-10
"ENSG00000115956.PLEK","ENSG00000116521.SCAMP3",1.38140729545862,1.43461208435958e-10,3.06100915262829e-08
"ENSG00000262202.SNORD3D","ENSG00000260231.JHDM1D.AS1",1.37272432567215,5.60053932974943e-07,8.2562132519288e-05
"ENSG00000163683.SMIM14","ENSG00000273064.RP11.474G23.3",1.37264535244698,5.13813335124358e-06,0.000645891243595085
"ENSG00000187118.CMC1","ENSG00000255835.RP4.559A3.7",1.36398327842435,2.75147842841545e-09,5.18813653432383e-07
"ENSG00000153563.CD8A","ENSG00000196266.OR10J3",1.36372297215734,4.53667706406687e-09,8.35985855351231e-07
"ENSG00000136573.BLK","ENSG00000185621.LMLN",1.36216825573265,6.00025456713082e-06,0.000731579910230025
"ENSG00000115738.ID2","ENSG00000117262.GPR89A",1.36100093817679,6.11212645775929e-23,2.20253872531166e-20
"ENSG00000177455.CD19","ENSG00000231681.AC020743.3",1.35904750464925,9.11862268633983e-05,0.00835410087467156
"ENSG00000030582.GRN","ENSG00000233338.TLR8.AS1",1.35405692109348,1.32767656379739e-05,0.00152692220982542
"ENSG00000155366.RHOC","ENSG00000229372.SZT2.AS1",1.35356435255387,2.69532161740278e-11,5.98730621202787e-09
"ENSG00000153064.BANK1","ENSG00000115561.CHMP3",1.352423575635,5.47263347202318e-06,0.000682647879864061
"ENSG00000140968.IRF8","ENSG00000176125.UFSP1",1.35046709098822,1.30229267614937e-05,0.00150842700260273
"ENSG00000107438.PDLIM1","ENSG00000250448.RP11.19O2.2",1.34441614211388,2.76838553828187e-06,0.000380441863464227
"ENSG00000145088.EAF2","ENSG00000230952.AC099344.2",1.34367828273086,3.84240307531096e-07,5.87815172351344e-05
"ENSG00000181847.TIGIT","ENSG00000240687.RP11.521D12.1",1.34107719513046,4.26460346075436e-05,0.00426881541478967
"ENSG00000103811.CTSH","ENSG00000105963.ADAP1",1.33320937725537,1.68156687689286e-07,2.69983054214799e-05
"ENSG00000241106.HLA.DOB","ENSG00000224844.AC107079.1",1.33131685224902,2.28384396643861e-05,0.00248555797045426
"ENSG00000196139.AKR1C3","ENSG00000145414.NAF1",1.32977500124721,2.34448301381229e-05,0.00253294241063972
"ENSG00000090104.RGS1","ENSG00000224081.LINC01057",1.31909980766265,6.0826813758571e-05,0.00576823164859057
"ENSG00000150687.PRSS23","ENSG00000113658.SMAD5",1.31839993829864,9.25752832896753e-05,0.00843371232486165
"ENSG00000083454.P2RX5","ENSG00000223646.AC002463.3",1.31608605721552,5.75156335445433e-06,0.0007096101612574
"ENSG00000186810.CXCR3","ENSG00000075420.FNDC3B",1.31022767481698,5.5172977459186e-05,0.00532550596713191
"ENSG00000042493.CAPG","ENSG00000180708.OR10K2",1.30981758723438,3.63596661933226e-08,6.27242922330765e-06
"ENSG00000116667.C1orf21","ENSG00000224093.RP5.1033H22.2",1.30776788869422,3.88264446813492e-05,0.00395980897454565
"ENSG00000000938.FGR","ENSG00000271742.RP4.680D5.9",1.30323932681021,1.51465874561456e-05,0.00171760183348851
"ENSG00000100906.NFKBIA","ENSG00000271761.XXbac.BPGBPG55C20.3",1.3029301946784,7.52343784869956e-23,2.65217539466331e-20
"ENSG00000145220.LYAR","ENSG00000115380.EFEMP1",1.29773748059944,2.22497851611045e-11,5.01114605795097e-09
"ENSG00000135404.CD63","ENSG00000270937.RP5.856G1.1",1.29603839792107,4.39046792660865e-17,1.20670894742179e-14
"ENSG00000182718.ANXA2","ENSG00000203711.C6orf99",1.28926419778888,7.85718378350846e-13,1.90167301840856e-10
"ENSG00000122986.HVCN1","ENSG00000203813.HIST1H3H",1.28167210619035,8.20891198955082e-06,0.000971647568047855
"ENSG00000222041.LINC00152","ENSG00000224943.RP11.180D21.3",1.28091226441914,3.71213807925181e-06,0.000481568248745178
"ENSG00000086730.LAT2","ENSG00000163320.CGGBP1",1.27777944288692,3.44243997516598e-06,0.000453842330384484
"ENSG00000188820.FAM26F","ENSG00000172995.ARPP21",1.27672710994429,3.38341903967845e-07,5.27553107186787e-05
"ENSG00000100385.IL2RB","ENSG00000086065.CHMP5",1.27660024749055,1.8178818716809e-06,0.000260874092311305
"ENSG00000147535.PPAPDC1B","ENSG00000245468.RP11.367J11.3",1.27318128218906,4.18371112165148e-05,0.00421385463035407
"ENSG00000167851.CD300A","ENSG00000068323.TFE3",1.27108623237784,2.35862298968055e-05,0.00253294241063972
"ENSG00000108798.ABI3","ENSG00000175809.ZNF645",1.26183935647313,2.9086379091093e-06,0.000396320389999267
"ENSG00000126264.HCST","ENSG00000254238.RP11.300E4.2",1.26132534677119,4.04775613881552e-22,1.39656199036239e-19
"ENSG00000171604.CXXC5","ENSG00000116044.NFE2L2",1.26093228783331,3.30185562215349e-06,0.000442503229494554
"ENSG00000122862.SRGN","ENSG00000171368.TPPP",1.25988385862234,1.5749976617849e-18,4.91156963144306e-16
"ENSG00000103194.USP10","ENSG00000172354.GNB2",1.25524413039328,3.05612712961396e-05,0.00319730048605291
"ENSG00000170345.FOS","ENSG00000229654.RP1.60O19.2",1.2548379816641,1.12611556127536e-19,3.65221798832825e-17
"ENSG00000162645.GBP2","ENSG00000092847.AGO1",1.24866001985655,6.74267495876195e-07,9.85037992173727e-05
"ENSG00000182809.CRIP2","ENSG00000146383.TAAR6",1.24865796244864,3.64963307553956e-07,5.63642380504281e-05
"ENSG00000135046.ANXA1","ENSG00000253170.RP11.431J17.1",1.24358233973615,4.88147644394979e-16,1.31930036691816e-13
"ENSG00000163191.S100A11","ENSG00000232245.RP4.705F19.1",1.2423077406188,3.63087545199965e-12,8.5330835260328e-10
"ENSG00000168298.HIST1H1E","ENSG00000198925.ATG9A",1.23813764843382,5.7763037300183e-06,0.0007096101612574
"ENSG00000204475.NCR3","ENSG00000135930.EIF4E2",1.23633858388802,5.31532392955723e-07,7.9076415451101e-05
"ENSG00000104870.FCGRT","ENSG00000248478.RP11.3G20.2",1.23444757254405,1.48092329413201e-05,0.00169117268574962
"ENSG00000169508.GPR183","ENSG00000261068.RP11.7K24.3",1.23401674343949,5.09966475583202e-05,0.00498169660726338
"ENSG00000165272.AQP3","ENSG00000138772.ANXA3",1.23270053324882,4.43820315951942e-10,9.11011423224899e-08
"ENSG00000162434.JAK1","ENSG00000212673.AL136115.1",1.22755386642141,3.4729279719008e-10,7.22012820414658e-08
"ENSG00000142347.MYO1F","ENSG00000134014.ELP3",1.22682948300666,1.9515898182019e-06,0.000277605092034755
"ENSG00000102265.TIMP1","ENSG00000169282.KCNAB1",1.22226496236337,6.41357001502553e-10,1.30003064204567e-07
"ENSG00000101474.APMAP","ENSG00000178947.LINC00086",1.22006204136496,2.22204549814381e-06,0.000313327737373043
"ENSG00000158517.NCF1","ENSG00000184500.PROS1",1.21944449367954,7.18498820157907e-08,1.20115225440006e-05
"ENSG00000198821.CD247","ENSG00000236676.RP5.837I24.4",1.21827078024003,2.01064538131512e-13,4.94009477324333e-11
"ENSG00000023445.BIRC3","ENSG00000113013.HSPA9",1.21677499253315,0.000102368784779537,0.00927381125131273
"ENSG00000164483.SAMD3","ENSG00000114745.GORASP1",1.21349756014912,3.48192164943826e-05,0.00357359756122094
"ENSG00000115687.PASK","ENSG00000198570.RD3",1.213299272004,3.22138465873927e-05,0.00334858805295616
"ENSG00000164442.CITED2","ENSG00000273291.KRBOX1",1.21247522778642,2.00827843062741e-08,3.53980902511458e-06
"ENSG00000168209.DDIT4","ENSG00000249731.RP11.259O2.3",1.21001237334514,2.00545227406804e-10,4.22343039951783e-08
"ENSG00000117632.STMN1","ENSG00000204488.PRAMEF16",1.20947691970714,7.84699901793857e-05,0.00731434244577215
"ENSG00000085117.CD82","ENSG00000249825.CTD.2201I18.1",1.20597064643582,7.42680850179116e-05,0.00700192596889799
"ENSG00000141682.PMAIP1","ENSG00000068366.ACSL4",1.20510418733706,5.07598602941972e-06,0.000643063980102111
"ENSG00000235162.C12orf75","ENSG00000187475.HIST1H1T",1.20482037177411,1.15066457402101e-07,1.90399762574741e-05
"ENSG00000125148.MT2A","ENSG00000170027.YWHAG",1.20480391818007,1.36263990621942e-07,2.20965687192541e-05
"ENSG00000064601.CTSA","ENSG00000067840.PDZD4",1.20082353205384,5.05787604176312e-05,0.00497081926625641
"ENSG00000142089.IFITM3","ENSG00000164512.ANKRD55",1.19504764100019,5.98661408854357e-05,0.00571052553293074
"ENSG00000158050.DUSP2","ENSG00000225279.RP11.536C5.2",1.19289116387511,1.12635837640647e-08,2.02944749242304e-06
"ENSG00000239713.APOBEC3G","ENSG00000234181.RP11.182N22.8",1.19217567788774,7.84839408956804e-05,0.00731434244577215
"ENSG00000109861.CTSC","ENSG00000248211.TRPC7.AS1",1.19105695562069,2.37268894168636e-06,0.000331685550675741
"ENSG00000187837.HIST1H1C","ENSG00000213901.SLC23A3",1.19066948847609,9.69938685561605e-06,0.00113154861331417
"ENSG00000271614.LINC00936","ENSG00000137177.KIF13A",1.18798309436446,5.61884565422777e-05,0.00539143201946494
"ENSG00000099956.SMARCB1","ENSG00000273056.RP11.77E14.2",1.18724316754741,2.17424482970397e-05,0.00238226717287024
"ENSG00000168685.IL7R","ENSG00000088179.PTPN4",1.18419238594823,6.62757900645303e-10,1.32682495269929e-07
"ENSG00000067082.KLF6","ENSG00000249419.RP11.497K21.1",1.1813240474873,8.66214346064448e-11,1.89817997780825e-08
"ENSG00000136997.MYC","ENSG00000251256.RP11.273B19.1",1.17982794179296,1.83779248014526e-05,0.00202732264340377
"ENSG00000198840.MT.ND3","ENSG00000236717.RP11.100G15.10",1.17167607883909,1.19209467867305e-07,1.95262700094568e-05
"ENSG00000197061.HIST1H4C","ENSG00000144567.FAM134A",1.17098875393012,3.4267273645653e-06,0.000453842330384484
"ENSG00000172725.CORO1B","ENSG00000249112.RP11.43D2.2",1.1672120424455,4.65348427068471e-07,6.98712045679844e-05
"ENSG00000130066.SAT1","ENSG00000240137.RP11.103G8.2",1.15463767840363,2.73459056751278e-06,0.000379009578143481
"ENSG00000184897.H1FX","ENSG00000223734.RP11.644K8.1",1.15342019120133,3.09398953078913e-07,4.87108099332781e-05
"ENSG00000147443.DOK2","ENSG00000250259.RP11.460I19.2",1.14666390598159,6.16651023562827e-06,0.000746239775977225
"ENSG00000126353.CCR7","ENSG00000231980.AC011899.10",1.14596299287641,3.82788458441247e-06,0.000492642670006608
"ENSG00000173762.CD7","ENSG00000147162.OGT",1.14508508480678,1.99495074021273e-09,3.80589661215173e-07
"ENSG00000103490.PYCARD","ENSG00000225209.RP11.358M3.1",1.14321744160877,5.13842536290124e-05,0.00498950333441955
"ENSG00000197540.GZMM","ENSG00000254367.RP11.211C9.1",1.14225948159436,5.43605416036543e-08,9.27905834363008e-06
"ENSG00000102871.TRADD","ENSG00000006634.DBF4",1.14113967964542,8.50832025225868e-06,0.000999789284134976
"ENSG00000188042.ARL4C","ENSG00000237074.RP11.6J21.2",1.13926502722548,2.78584733156093e-05,0.00295263400840471
"ENSG00000156467.UQCRB","ENSG00000271958.RP11.617D20.2",1.13831252594123,2.56966499802388e-05,0.00274142681631284
"ENSG00000132965.ALOX5AP","ENSG00000204231.RXRB",1.13705708064667,6.72155853071535e-06,0.000807383652845038
"ENSG00000233276.GPX1","ENSG00000233735.RP11.567G24.3",1.1334545678096,4.17427719617146e-06,0.000532992748134775
"ENSG00000172005.MAL","ENSG00000272668.RP11.190A12.8",1.13092715926531,3.36275288734208e-05,0.00347327393765217
"ENSG00000088986.DYNLL1","ENSG00000204642.HLA.F",1.11938684029774,4.56137227193874e-05,0.00451019590010723
"ENSG00000084207.GSTP1","ENSG00000249423.RP11.284A20.1",1.11402791388527,4.45237845678755e-05,0.0044294336843722
