"","Gene","effect.size","p.value","q.value"
"ENSG00000140968.IRF8","ENSG00000179222.MAGED1",1.40911391504927,6.08891158174864e-11,8.70165355965471e-09
"ENSG00000115956.PLEK","ENSG00000225279.RP11.536C5.2",1.40831979816109,1.78250653347647e-21,4.2572604672825e-19
"ENSG00000030582.GRN","ENSG00000253896.AC144568.2",1.39635785953088,1.40087325357955e-09,1.6961267483444e-07
"ENSG00000168081.PNOC","ENSG00000268788.AC110615.1",1.3879927000469,1.7968003047351e-08,1.88718152488291e-06
"ENSG00000115738.ID2","ENSG00000163157.TMOD4",1.38615522148377,2.50157650867256e-48,9.91249691561503e-46
"ENSG00000007264.MATK","ENSG00000178814.OPLAH",1.38407969995811,9.21701079116327e-23,2.32896497310046e-20
"ENSG00000224137.AC079767.4","ENSG00000235862.RP11.338C15.5",1.37982138637082,3.91671130422316e-06,0.000286923788189625
"ENSG00000187118.CMC1","ENSG00000273175.RP11.11N7.4",1.37818132890266,8.19419910230696e-18,1.70078406367526e-15
"ENSG00000136573.BLK","ENSG00000272626.RP11.468N14.13",1.37662844199388,1.37158072754586e-10,1.89789761783826e-08
"ENSG00000132185.FCRLA","ENSG00000237568.RP4.620F22.2",1.37597554657242,1.63566965772815e-07,1.48530731679637e-05
"ENSG00000107438.PDLIM1","ENSG00000271849.CTC.332L22.1",1.37370971062321,4.18949308822718e-12,6.58052360299467e-10
"ENSG00000126759.CFP","ENSG00000159733.ZFYVE28",1.36735016392953,1.36887812366494e-06,0.00011204877974694
"ENSG00000153064.BANK1","ENSG00000235026.DPP10.AS1",1.35914050605418,6.81920955284486e-11,9.66609093933742e-09
"ENSG00000155366.RHOC","ENSG00000224863.RP5.1109J22.2",1.35771243573689,3.22403368627629e-21,7.59608477300367e-19
"ENSG00000196139.AKR1C3","ENSG00000248727.CTC.236F12.4",1.34843867433234,7.65961748652112e-10,9.60758495521551e-08
"ENSG00000262202.SNORD3D","ENSG00000125352.RNF113A",1.34665459639398,8.58658619802431e-11,1.19765704290043e-08
"ENSG00000145088.EAF2","ENSG00000271228.CTC.336P14.1",1.34423065484188,7.89671761248361e-13,1.33669195702574e-10
"ENSG00000180739.S1PR5","ENSG00000178031.ADAMTSL1",1.33894261288474,4.00239808525758e-08,4.03363067147201e-06
"ENSG00000177455.CD19","ENSG00000228521.AC099552.3",1.33736654168644,3.87676516556379e-07,3.34610894364379e-05
"ENSG00000205336.GPR56","ENSG00000224204.PHEX.AS1",1.33153906807388,2.76295358308007e-08,2.85041986514799e-06
"ENSG00000116667.C1orf21","ENSG00000237480.RP5.947P14.1",1.33060819040084,1.87302798477343e-09,2.20650289963005e-07
"ENSG00000241106.HLA.DOB","ENSG00000093217.XYLB",1.32980819899068,1.54826516751861e-08,1.64597580461506e-06
"ENSG00000163683.SMIM14","ENSG00000040933.INPP4A",1.32465353246881,1.36390328977323e-08,1.46787986772817e-06
"ENSG00000150687.PRSS23","ENSG00000223342.RP3.429O6.1",1.32412188168508,8.54277656802092e-08,8.05098970072674e-06
"ENSG00000072694.FCGR2B","ENSG00000162654.GBP4",1.32374975345583,5.5651223028015e-05,0.0031255244094655
"ENSG00000153563.CD8A","ENSG00000231605.RP11.277B15.2",1.32196090188591,4.12272027276181e-14,7.72899225329055e-12
"ENSG00000135404.CD63","ENSG00000096401.CDC5L",1.32194228085045,2.76665600436224e-35,8.77029953382829e-33
"ENSG00000103811.CTSH","ENSG00000170667.RASA4B",1.32025573355613,5.54982601224715e-12,8.63939433245795e-10
"ENSG00000083454.P2RX5","ENSG00000147174.ACRC",1.31984135830365,3.38405505081454e-10,4.33830880962879e-08
"ENSG00000182718.ANXA2","ENSG00000127993.RBM48",1.31899712458471,5.56085114360745e-26,1.53894348712374e-23
"ENSG00000101017.CD40","ENSG00000249917.LINC00536",1.30822395962001,1.08789333995178e-06,8.98929875926978e-05
"ENSG00000117632.STMN1","ENSG00000233485.RP3.467K16.2",1.30652409310245,3.10238049357506e-10,4.00666695596156e-08
"ENSG00000138639.ARHGAP24","ENSG00000153107.ANAPC1",1.30544887472642,2.65473998780347e-06,0.000205712851943793
"ENSG00000181847.TIGIT","ENSG00000171174.RBKS",1.30383159371076,6.80296720974468e-08,6.58942962788325e-06
"ENSG00000148180.GSN","ENSG00000246016.RP11.1C1.7",1.30373371975335,8.25570400355024e-06,0.000562258591023041
"ENSG00000042493.CAPG","ENSG00000162763.LRRC52",1.30364953195771,6.00068705959053e-14,1.10128398825222e-11
"ENSG00000100385.IL2RB","ENSG00000152465.NMT2",1.30310213411885,4.24311178211831e-13,7.25280920796399e-11
"ENSG00000181036.FCRL6","ENSG00000231364.RP11.413G15.1",1.29994006864902,1.3099604838222e-05,0.000839675038067647
"ENSG00000000938.FGR","ENSG00000142632.ARHGEF19",1.29735548588795,1.58065067267396e-09,1.90059617090141e-07
"ENSG00000100906.NFKBIA","ENSG00000225981.AC102953.4",1.29630087803077,1.59662354520068e-42,5.92279393841998e-40
"ENSG00000145220.LYAR","ENSG00000152291.TGOLN2",1.29620909331184,7.58563181297442e-20,1.74020382446328e-17
"ENSG00000273445.RP11.1399P15.1","ENSG00000273160.RP11.104L21.3",1.29307483230664,4.49931400896229e-06,0.000326856415609407
"ENSG00000090104.RGS1","ENSG00000232971.RP11.293A10.3",1.29199964727875,1.15554934057147e-07,1.06902374240349e-05
"ENSG00000222041.LINC00152","ENSG00000198821.CD247",1.29096934463743,7.13411637398257e-12,1.10073733610961e-09
"ENSG00000122862.SRGN","ENSG00000172497.ACOT12",1.29068005536193,1.85098350856558e-40,6.58610152486548e-38
"ENSG00000167851.CD300A","ENSG00000253535.RP11.624C23.1",1.28565749722779,1.09156431571516e-09,1.35938741746384e-07
"ENSG00000186810.CXCR3","ENSG00000038219.BOD1L1",1.28441328439855,2.29844343408775e-07,2.05504416786256e-05
"ENSG00000188820.FAM26F","ENSG00000241359.SYNPR.AS1",1.28371292372396,8.32085596062277e-13,1.3816583206996e-10
"ENSG00000172965.MIR4435.1HG","ENSG00000116194.ANGPTL1",1.27879737853359,7.64610622220074e-05,0.00399131323305599
"ENSG00000012124.CD22","ENSG00000134996.OSTF1",1.27812113771178,6.29610825563674e-06,0.00044219945230234
"ENSG00000147535.PPAPDC1B","ENSG00000251331.RP11.689K5.3",1.2779096265608,1.9257558715514e-09,2.25339286043615e-07
"ENSG00000116191.RALGPS2","ENSG00000122435.TRMT13",1.27752514159446,8.09008618968608e-07,6.84711906394062e-05
"ENSG00000168734.PKIG","ENSG00000253526.RP11.152P17.3",1.27501089751539,0.000126611893483702,0.00600953865596672
"ENSG00000126264.HCST","ENSG00000267559.RP11.383M4.6",1.27359980428069,5.58847818406084e-46,2.16522482531335e-43
"ENSG00000173653.RCE1","ENSG00000170074.FAM153A",1.27023208430432,1.98752514257429e-06,0.000156798646428881
"ENSG00000176533.GNG7","ENSG00000158106.RHPN1",1.2678065843462,2.8764646935957e-06,0.000220930228779035
"ENSG00000122986.HVCN1","ENSG00000203808.BVES.AS1",1.26664280281207,1.1379004387272e-09,1.40704213824176e-07
"ENSG00000171604.CXXC5","ENSG00000018280.SLC11A1",1.26442730276104,4.55609469208636e-11,6.56491826086989e-09
"ENSG00000103194.USP10","ENSG00000147082.CCNB3",1.26332188085149,2.7957080365604e-09,3.20678747483096e-07
"ENSG00000170345.FOS","ENSG00000240990.HOXA11.AS",1.25875689288752,3.01660007516091e-38,1.03126318255746e-35
"ENSG00000104870.FCGRT","ENSG00000095303.PTGS1",1.25656109920048,1.37862795476648e-09,1.68086562177298e-07
"ENSG00000168229.PTGDR","ENSG00000086232.EIF2AK1",1.2552802190598,0.000133551306372234,0.00627041088731116
"ENSG00000108798.ABI3","ENSG00000253343.CTD.3023L14.3",1.25486177916607,2.48437293648178e-10,3.35775520523719e-08
"ENSG00000163191.S100A11","ENSG00000234318.RP4.771M4.3",1.25463968018224,5.57362030709025e-24,1.45038910528535e-21
"ENSG00000073861.TBX21","ENSG00000254625.GS1.24F4.3",1.25177902890865,7.78934515335125e-05,0.00404188192704402
"ENSG00000086730.LAT2","ENSG00000243818.RP11.372E1.4",1.25165419168199,4.40403842591115e-09,4.95383290037167e-07
"ENSG00000107281.NPDC1","ENSG00000016082.ISL1",1.25050734462872,6.66250940538241e-06,0.000462792236983435
"ENSG00000265185.SNORD3B.1","ENSG00000198918.RPL39",1.24996782263003,8.86807285921592e-05,0.00449461774129155
"ENSG00000180549.FUT7","ENSG00000248918.CTD.2089N3.3",1.24980911587839,1.54486860666797e-06,0.000125165694695413
"ENSG00000204475.NCR3","ENSG00000163527.STT3B",1.24919429530656,2.7535914375325e-13,4.80088667133791e-11
"ENSG00000060138.YBX3","ENSG00000235663.SAPCD1.AS1",1.24746032696326,6.11140563499806e-05,0.0033826145157521
"ENSG00000113810.SMC4","ENSG00000115392.FANCL",1.24715221240505,7.73123802930306e-05,0.00402370552360892
"ENSG00000135916.ITM2C","ENSG00000242861.RP11.285F7.2",1.2456564759304,2.3885082988385e-06,0.000186742790090804
"ENSG00000165272.AQP3","ENSG00000176979.TRIM60",1.24444508742897,2.34614164262485e-19,5.31233500508626e-17
"ENSG00000168995.SIGLEC7","ENSG00000173611.SCAI",1.24433083647264,0.000137975299168049,0.00644932799194352
"ENSG00000168298.HIST1H1E","ENSG00000240288.GHRLOS",1.24383055710972,1.56493298119722e-10,2.14839421473807e-08
"ENSG00000137101.CD72","ENSG00000250968.RP11.322J23.1",1.24354974192508,0.000216967769408606,0.00918163363990061
"ENSG00000182809.CRIP2","ENSG00000188730.VWC2",1.24301169645387,3.5081387873382e-12,5.61141282176528e-10
"ENSG00000089127.OAS1","ENSG00000272476.RP1.191J18.66",1.24139503166429,7.18032390395216e-05,0.0038051351752403
"ENSG00000169508.GPR183","ENSG00000171217.CLDN20",1.23840621899374,1.63704709522304e-08,1.72981309728568e-06
"ENSG00000141682.PMAIP1","ENSG00000221947.XKR9",1.23731360972416,2.62383154459183e-13,4.6208588868645e-11
"ENSG00000075234.TTC38","ENSG00000226386.PARD3.AS1",1.23266262543485,3.20783002409365e-05,0.00191536015308468
"ENSG00000186827.TNFRSF4","ENSG00000235373.RP11.206L10.3",1.2325020238916,1.39945649145961e-07,1.27746198579048e-05
"ENSG00000264745.RP11.403A21.2","ENSG00000167910.CYP7A1",1.23213758754164,0.000130285562295073,0.00613926696922865
"ENSG00000186891.TNFRSF18","ENSG00000185097.OR4F16",1.23080096894792,1.02656810379338e-05,0.000675404335458019
"ENSG00000142089.IFITM3","ENSG00000145826.LECT2",1.22920968897711,2.42722982473562e-10,3.306152499552e-08
"ENSG00000102265.TIMP1","ENSG00000123933.MXD4",1.22813071716772,2.59522448304934e-18,5.58614060024261e-16
"ENSG00000135046.ANXA1","ENSG00000251139.RP11.701P16.2",1.22663807072965,6.08019908754633e-28,1.7378405096946e-25
"ENSG00000124575.HIST1H1D","ENSG00000271716.RP11.169K17.4",1.22598724612203,1.20257216610506e-07,1.10351819558114e-05
"ENSG00000147586.MRPS28","ENSG00000251170.RP11.729M20.1",1.22579521419679,9.77839754080382e-05,0.00485716128558161
"ENSG00000162434.JAK1","ENSG00000184389.A3GALT2",1.22568821129413,1.64600168051063e-18,3.58725491246285e-16
"ENSG00000235162.C12orf75","ENSG00000228124.RP1.122O8.7",1.22474923787224,1.5920256607018e-15,3.11876038138605e-13
"ENSG00000104903.LYL1","ENSG00000086065.CHMP5",1.22445125396968,3.27746279739356e-06,0.000247370406374704
"ENSG00000132646.PCNA","ENSG00000205176.REXO1L1P",1.22354957659939,0.000206808460741709,0.00890297657538689
"ENSG00000100365.NCF4","ENSG00000152455.SUV39H2",1.22337337536039,5.80767268625632e-06,0.000409946450546069
"ENSG00000142347.MYO1F","ENSG00000225489.RP11.390F4.3",1.21997091143437,3.94040086133773e-11,5.82210923876469e-09
"ENSG00000158517.NCF1","ENSG00000243733.RP11.80H8.3",1.21835465721473,1.70781393476159e-13,3.0383404033233e-11
"ENSG00000158050.DUSP2","ENSG00000203601.LINC00970",1.21692090092294,5.70492397581267e-18,1.19837770503969e-15
"ENSG00000270022.RNU12","ENSG00000197321.SVIL",1.21269772188468,1.19890317892341e-05,0.000782879285562906
"ENSG00000028277.POU2F2","ENSG00000267026.RP11.92C4.3",1.20996300753469,9.99343767234013e-06,0.000665021319913169
"ENSG00000162645.GBP2","ENSG00000131233.GJA9",1.20986125724551,1.27612449871235e-09,1.56684722782041e-07
"ENSG00000163564.PYHIN1","ENSG00000117114.LPHN2",1.20950341950144,3.60052099814901e-07,3.12313848769791e-05
"ENSG00000187837.HIST1H1C","ENSG00000134086.VHL",1.20926902727824,4.13133046497192e-11,6.05291988712482e-09
"ENSG00000117318.ID3","ENSG00000188984.AADACL3",1.20845895999718,1.15884994157877e-07,1.06902374240349e-05
"ENSG00000168685.IL7R","ENSG00000222033.LINC01124",1.20733743489627,5.9110126009768e-22,1.45152823518353e-19
"ENSG00000085117.CD82","ENSG00000113712.CSNK1A1",1.20702754156304,7.0402255449571e-08,6.74430397672127e-06
"ENSG00000101474.APMAP","ENSG00000253854.RP11.10N23.2",1.20676388375157,2.91333564244802e-10,3.81909826511889e-08
"ENSG00000136250.AOAH","ENSG00000240682.ISY1",1.20572522764507,4.72065862545539e-05,0.00273437485497723
"ENSG00000077238.IL4R","ENSG00000243018.RP5.1070G24.2",1.2055696706811,7.38413072188662e-05,0.00387778069687028
"ENSG00000164483.SAMD3","ENSG00000240842.RP11.62G11.2",1.20296231185308,2.63752430974325e-08,2.73721644883176e-06
"ENSG00000114737.CISH","ENSG00000115761.NOL10",1.20247149006906,3.36624113221643e-06,0.000252975923018075
"ENSG00000162144.CYB561A3","ENSG00000145860.RNF145",1.20221629186808,7.43147552227116e-08,7.08020632408731e-06
"ENSG00000239713.APOBEC3G","ENSG00000148444.COMMD3",1.20181183172853,1.06465975956324e-08,1.16744295018774e-06
"ENSG00000168209.DDIT4","ENSG00000249061.RP11.72L22.1",1.20051876896786,1.34564059976644e-17,2.76014633610916e-15
"ENSG00000251131.CTD.2035E11.3","ENSG00000228016.RAPGEF4.AS1",1.20049436815028,1.39963503468179e-06,0.00011403101322279
"ENSG00000168961.LGALS9","ENSG00000125675.GRIA3",1.19999019004465,7.61090976470728e-06,0.000524490955524393
"ENSG00000111863.ADTRP","ENSG00000072756.TRNT1",1.19821696324705,0.000217835062067566,0.00919601527154483
"ENSG00000139187.KLRG1","ENSG00000204498.NFKBIL1",1.19571874329485,8.41344623044871e-06,0.000568559825689431
"ENSG00000023445.BIRC3","ENSG00000111845.PAK1IP1",1.19557699042732,5.01157975557237e-07,4.30428044524159e-05
"ENSG00000198833.UBE2J1","ENSG00000010319.SEMA3G",1.19503169993217,0.000102329704045297,0.00503988245771116
"ENSG00000272009.RP1.313I6.12","ENSG00000131370.SH3BP5",1.19497623218842,6.14545063532818e-05,0.00339069404515655
"ENSG00000145703.IQGAP2","ENSG00000231145.AC013468.1",1.19420626210165,2.09057857799244e-05,0.00130175848240351
"ENSG00000090013.BLVRB","ENSG00000237212.RP11.569G13.2",1.19399886521025,7.15100607214425e-05,0.0038051351752403
"ENSG00000102245.CD40LG","ENSG00000163288.GABRB1",1.19377102007286,3.25115515299722e-07,2.84843668806566e-05
"ENSG00000198821.CD247","ENSG00000162676.GFI1",1.19356442754096,6.1391472525793e-21,1.42714709798293e-18
"ENSG00000067082.KLF6","ENSG00000227908.CTD.2031P19.3",1.19222892077938,1.44293700815531e-21,3.49411204683164e-19
"ENSG00000154102.C16orf74","ENSG00000196368.NUDT11",1.19134915779375,6.09079769061492e-05,0.00338194451388125
"ENSG00000183386.FHL3","ENSG00000249087.C1orf213",1.19046650150862,0.000218672290492862,0.00920906131580446
"ENSG00000115687.PASK","ENSG00000135801.TAF5L",1.18968309158381,1.03999325160653e-07,9.69640766939033e-06
"ENSG00000169756.LIMS1","ENSG00000152092.ASTN1",1.18938890626148,1.34518209128776e-06,0.000110628536611331
"ENSG00000158525.CPA5","ENSG00000269728.RP11.145M9.4",1.18933612254129,2.75691138551186e-06,0.000212684734541589
"ENSG00000085063.CD59","ENSG00000133710.SPINK5",1.1883018026294,0.000180435840978284,0.00802525226391934
"ENSG00000102575.ACP5","ENSG00000184995.IFNE",1.18720100212549,0.000100583765169397,0.00496792619186527
"ENSG00000126653.NSRP1","ENSG00000170965.PLAC1",1.186915322943,8.35181468207381e-05,0.00429539495521996
"ENSG00000064601.CTSA","ENSG00000253489.RP11.114O8.1",1.18631716195059,1.66053955098525e-07,1.50007808660248e-05
"ENSG00000197061.HIST1H4C","ENSG00000157014.TATDN2",1.18599357236303,4.52608395235214e-11,6.56491826086989e-09
"ENSG00000129968.ABHD17A","ENSG00000126233.SLURP1",1.18454771914345,2.28946044141239e-07,2.05504416786256e-05
"ENSG00000164442.CITED2","ENSG00000242009.RP11.359D24.1",1.18315123932902,3.66830721835112e-12,5.81426694108652e-10
"ENSG00000100083.GGA1","ENSG00000107611.CUBN",1.1828947463307,3.50893339366581e-06,0.000262567612526024
"ENSG00000161981.SNRNP25","ENSG00000128610.FEZF1",1.18252440533519,8.72682035777794e-05,0.00444944634547801
"ENSG00000099956.SMARCB1","ENSG00000226694.RP11.69C17.2",1.18081608356311,9.23975520614914e-09,1.01958944315956e-06
"ENSG00000136997.MYC","ENSG00000250865.RP11.780O17.1",1.18009082954587,1.71042083035925e-09,2.03824503336512e-07
"ENSG00000136770.DNAJC1","ENSG00000145675.PIK3R1",1.1784236053473,5.68749919507524e-06,0.000403095725472101
"ENSG00000109861.CTSC","ENSG00000124783.SSR1",1.17830843648979,3.03563580046817e-10,3.94972464038526e-08
"ENSG00000125148.MT2A","ENSG00000008086.CDKL5",1.17766088037478,1.96516894078894e-11,2.9536828002289e-09
"ENSG00000176485.PLA2G16","ENSG00000253978.CTB.178M22.2",1.17736290922626,9.77785239297585e-05,0.00485716128558161
"ENSG00000271614.LINC00936","ENSG00000146247.PHIP",1.17692270653171,6.44481227610761e-08,6.27739117508024e-06
"ENSG00000167460.TPM4","ENSG00000215187.FAM166B",1.17621162779372,3.09748993666218e-06,0.000236054436413737
"ENSG00000196684.HSH2D","ENSG00000231393.RP11.331F9.3",1.17385276843213,0.000162761982610381,0.00740928241987466
"ENSG00000172725.CORO1B","ENSG00000178338.ZNF354B",1.17282518253249,8.16296900996589e-13,1.3684746604688e-10
"ENSG00000114446.IFT57","ENSG00000231636.AGBL5.AS1",1.17249228893995,1.99000392791059e-05,0.00124357413917997
"ENSG00000197971.MBP","ENSG00000254080.RP11.730G20.1",1.17075805093134,4.26032952957147e-06,0.000310790147899911
"ENSG00000213722.DDAH2","ENSG00000183813.CCR4",1.17044591356725,8.72790737111259e-05,0.00444944634547801
"ENSG00000125384.PTGER2","ENSG00000157999.ANKRD61",1.16956070440094,1.75542143776014e-06,0.000140393453061229
"ENSG00000054654.SYNE2","ENSG00000272537.GS1.166A23.1",1.169407473246,0.000107638576540198,0.00524211894407363
"ENSG00000125740.FOSB","ENSG00000157654.PALM2.AKAP2",1.16829106585178,0.000114093340071913,0.00549507564683372
"ENSG00000110852.CLEC2B","ENSG00000204438.GPANK1",1.16791850465162,1.0193655394175e-06,8.50365463145653e-05
"ENSG00000198840.MT.ND3","ENSG00000107625.DDX50",1.16764068389102,2.78631289875309e-13,4.80983815740199e-11
"ENSG00000110619.CARS","ENSG00000250692.CTB.35F21.4",1.1669752729194,1.42072634935463e-05,0.000904027879598469
"ENSG00000147443.DOK2","ENSG00000156136.DCK",1.16624102837946,2.93709986199355e-12,4.74151260128311e-10
"ENSG00000160593.AMICA1","ENSG00000260455.CASC14",1.16599591342965,3.25122951289486e-06,0.000246457332857921
"ENSG00000136213.CHST12","ENSG00000181847.TIGIT",1.16568792282247,3.9152097884934e-06,0.000286923788189625
"ENSG00000150347.ARID5B","ENSG00000164309.CMYA5",1.16485131640256,3.60923085305543e-06,0.000267774212438389
"ENSG00000123200.ZC3H13","ENSG00000034693.PEX3",1.16453832607167,0.000171632481163063,0.00771240285844845
"ENSG00000245532.NEAT1","ENSG00000249722.CTC.430J12.2",1.16309809575928,2.35103069060428e-09,2.71458411196593e-07
"ENSG00000162783.IER5","ENSG00000226715.RP11.411H5.1",1.16221082811518,5.13434976879685e-05,0.0029349963350483
"ENSG00000164104.HMGB2","ENSG00000115947.ORC4",1.16065110866502,7.54640192335837e-08,7.15062595292136e-06
"ENSG00000186469.GNG2","ENSG00000122543.OCM",1.15912014097277,8.37107016319367e-06,0.000567897308541952
"ENSG00000115232.ITGA4","ENSG00000174567.GOLT1A",1.15816696882886,0.000139161249736974,0.00648737002450305
"ENSG00000184557.SOCS3","ENSG00000254194.RP1.273G13.3",1.15815098732807,3.25294417855669e-05,0.00193566831921966
"ENSG00000102871.TRADD","ENSG00000235512.TAB3.AS2",1.15674903860285,3.43380117157296e-11,5.11695072020295e-09
"ENSG00000128245.YWHAH","ENSG00000181192.DHTKD1",1.15655010507538,9.10405468764355e-06,0.0006128540288767
"ENSG00000100030.MAPK1","ENSG00000203987.RP11.188C12.3",1.15646849074035,0.000151713876812039,0.00701626377246127
"ENSG00000116741.RGS2","ENSG00000162641.AKNAD1",1.15646167572989,5.25179310734499e-05,0.00298257370770553
"ENSG00000166289.PLEKHF1","ENSG00000269337.AL591479.1",1.15559918139741,0.000207359447561853,0.00890470928138156
"ENSG00000027869.SH2D2A","ENSG00000235927.NEXN.AS1",1.15416022921348,0.000108010069487285,0.00524555866716103
"ENSG00000089012.SIRPG","ENSG00000076641.PAG1",1.15409787653634,2.38622898840167e-05,0.00146485035903939
"ENSG00000120915.EPHX2","ENSG00000138769.CDKL2",1.15369612753836,9.68091966032588e-05,0.00485716128558161
"ENSG00000184897.H1FX","ENSG00000115904.SOS1",1.15300191141434,1.36021921500099e-12,2.23730396354173e-10
"ENSG00000128294.TPST2","ENSG00000231039.RP11.445P17.3",1.15274160567622,3.10045689353288e-06,0.000236054436413737
"ENSG00000166405.RIC3","ENSG00000112852.PCDHB2",1.15264775794668,2.39450732621867e-05,0.00146485035903939
"ENSG00000189283.FHIT","ENSG00000234378.AC098828.2",1.15229827223519,0.00023779873945511,0.00982469436587639
"ENSG00000196839.ADA","ENSG00000254021.RP11.778D12.2",1.15018657934754,0.000158583526564803,0.00729526064817242
"ENSG00000272256.RP11.489E7.4","ENSG00000138771.SHROOM3",1.1497336012881,3.84351868775116e-05,0.00224871638660878
"ENSG00000196924.FLNA","ENSG00000134852.CLOCK",1.14922879242574,2.84801754390556e-07,2.50783767060573e-05
"ENSG00000163519.TRAT1","ENSG00000228474.OST4",1.14916880953298,4.95210370464109e-06,0.000355308346051101
"ENSG00000173762.CD7","ENSG00000260588.RP11.930P14.2",1.14874298790114,3.75936054026741e-18,7.99322573409296e-16
"ENSG00000205302.SNX2","ENSG00000260171.RP11.95H11.1",1.14806772785052,1.77074145929216e-06,0.000140972042660999
"ENSG00000198520.C1orf228","ENSG00000175793.SFN",1.14803951746904,1.24528312614872e-05,0.000803765504399171
"ENSG00000124942.AHNAK","ENSG00000118322.ATP10B",1.14619402720396,0.000159009354486459,0.00729560025124057
"ENSG00000204397.CARD16","ENSG00000197977.ELOVL2",1.14613895242319,1.42201973623903e-08,1.52103767492807e-06
"ENSG00000197746.PSAP","ENSG00000248363.CTC.261N6.1",1.14604487227983,2.95196975756911e-08,3.02750545430691e-06
"ENSG00000105887.MTPN","ENSG00000238837.RP11.646E18.2",1.1456800842567,0.000160766978573115,0.00735688260215817
"ENSG00000139278.GLIPR1","ENSG00000135297.MTO1",1.1456285161571,2.42366671564928e-05,0.00147235641767753
"ENSG00000137076.TLN1","ENSG00000109586.GALNT7",1.14532749619007,6.17148162000374e-05,0.00339431489100206
"ENSG00000122694.GLIPR2","ENSG00000250708.RP11.161D15.1",1.14529885753165,2.56099834992305e-05,0.00154501751664043
"ENSG00000197540.GZMM","ENSG00000248492.ZFAT.AS1",1.14299616204606,2.00918162140386e-14,3.8494595130963e-12
"ENSG00000126353.CCR7","ENSG00000189420.ZFP92",1.14283553630938,2.50955482928025e-10,3.36569911142317e-08
"ENSG00000125347.IRF1","ENSG00000144406.UNC80",1.14182862005474,8.03422148182335e-06,0.000551482880061378
"ENSG00000163565.IFI16","ENSG00000234953.RP5.837I24.2",1.14168943913519,5.70521145668327e-05,0.0031881526201049
"ENSG00000078596.ITM2A","ENSG00000118579.MED28",1.14115022736478,6.98433710874817e-08,6.72773024812289e-06
"ENSG00000015475.BID","ENSG00000233016.SNHG7",1.14096185012043,9.77071281327151e-05,0.00485716128558161
"ENSG00000108639.SYNGR2","ENSG00000129696.TTI2",1.13978332882268,5.28107018206077e-06,0.000375818198466243
"ENSG00000085224.ATRX","ENSG00000249234.RP11.452J21.2",1.13975523362588,0.000227537197520822,0.00951345572847848
